"Authors","Author full names","Author(s) ID","Title","Year","Cited by","DOI","Link","Abstract","Open Access"
"K P.; Pal B.; Thalengala A.; H A.; Chawla A.","K, Prakashini (57355172300); Pal, Basudha (57425394500); Thalengala, Ananthakrishna (56724135300); H, Anitha (58518493700); Chawla, Arun (23027163500)","57355172300; 57425394500; 56724135300; 58518493700; 23027163500","Renal calculus composition assessment from radiographic images using machine learning technique","2025","0","10.1007/s42600-025-00409-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000541166&doi=10.1007%2fs42600-025-00409-3&partnerID=40&md5=6881a04eb9a55a6fb292799abef7dc6f","Purpose: In urolithiasis, hard deposits of minerals or salts are formed in the kidneys or urinary tract which may be of pure or mixed composition. It is important to know the composition of stone(s) to decide the kind of treatment and help in post-operative care to reduce re-occurrence. This study has a novel aim of selecting the best model for predicting the extent of each chemical present in the stone(s) of a patient from radiographic images (in vivo analysis). Methods: For the stone composition analysis from images, five supervised learning models were used for multi-class-multi-output classification or multi-task classification. Multi-task classification was best suited in this case as there were seven target chemicals—calcium, magnesium, uric acid, ammonia, oxalate, phosphate, and carbonate; each of which was classified as absent, low, moderate, or high simultaneously. The metrics for such classifications are not defined in general because multiple criteria cause anomalies. Results: In the present work, the F1 score with which each model classifies each chemical was computed, and a multi-criteria decision-making algorithm called Technique for Order Preference by Similarity to Ideal Solution (TOPSIS) was used to find the best model. The k-nearest neighbour classifier has given the best TOPSIS performance score of 0.9034. Conclusion: There are five different machine learning (ML) models considered in the study and were evaluated on their F1 score for each target chemical. Each of the ML classifiers was multi-class multi-output (MCMO) model, and the ultimate choice was made based on the outcome of the TOPSIS algorithm. The KNN model has found to outperform the others. This study has significance in identification and classification of stone composition from DECT images of renal calculus. © The Author(s), under exclusive licence to The Brazilian Society of Biomedical Engineering 2025.",""
"Wickramaratne S.D.; Mahmud M.S.","Wickramaratne, Sajila D. (59662863100); Mahmud, Md Shaad (55263764700)","59662863100; 55263764700","A deep learning based ternary task classification system using gramian angular summation field in fNIRS neuroimaging data","2021","20","10.1109/HEALTHCOM49281.2021.9398993","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104861934&doi=10.1109%2fHEALTHCOM49281.2021.9398993&partnerID=40&md5=0e84c8fac8c3954fadf664d1ef1d4887","Functional near-infrared spectroscopy (fNIRS) is a non-invasive, economical method used to study its blood flow pattern. These patterns can be used to classify tasks a subject is performing. Currently, most of the classification systems use simple machine learning solutions for the classification of tasks. These conventional machine learning methods, which are easier to implement and interpret, usually suffer from low accuracy and undergo a complex preprocessing phase before network training. The proposed method converts the raw fNIRS time series data into an image using Gramian Angular Summation Field. A Deep Convolutional Neural Network (CNN) based architecture is then used for task classification, including mental arithmetic, motor imagery, and idle state. Further, this method can eliminate the feature selection stage, which affects the traditional classifiers' performance. This system obtained 87.14% average classification accuracy higher than any other method for the dataset. © 2021 IEEE.","All Open Access; Green Open Access"
"Hannum A.; Lopez M.A.; Blanco S.A.; Betzel R.F.","Hannum, Andrew (57985781200); Lopez, Mario A. (7404124374); Blanco, Saúl A. (50261077800); Betzel, Richard F. (55367857600)","57985781200; 7404124374; 50261077800; 55367857600","High-accuracy machine learning techniques for functional connectome fingerprinting and cognitive state decoding","2023","3","10.1002/hbm.26423","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173008576&doi=10.1002%2fhbm.26423&partnerID=40&md5=9da1f1a03bef01827fa29b82defbc2b9","The human brain is a complex network comprised of functionally and anatomically interconnected brain regions. A growing number of studies have suggested that empirical estimates of brain networks may be useful for discovery of biomarkers of disease and cognitive state. A prerequisite for realizing this aim, however, is that brain networks also serve as reliable markers of an individual. Here, using Human Connectome Project data, we build upon recent studies examining brain-based fingerprints of individual subjects and cognitive states based on cognitively demanding tasks that assess, for example, working memory, theory of mind, and motor function. Our approach achieves accuracy of up to 99% for both identification of the subject of an fMRI scan, and for classification of the cognitive state of a previously unseen subject in a scan. More broadly, we explore the accuracy and reliability of five different machine learning techniques on subject fingerprinting and cognitive state decoding objectives, using functional connectivity data from fMRI scans of a high number of subjects (865) across a number of cognitive states (8). These results represent an advance on existing techniques for functional connectivity-based brain fingerprinting and state decoding. Additionally, 16 different functional connectome (FC) matrix construction pipelines are compared in order to characterize the effects of different aspects of the production of FCs on the accuracy of subject and task classification, and to identify possible confounds. © 2023 The Authors. Human Brain Mapping published by Wiley Periodicals LLC.","All Open Access; Gold Open Access; Green Open Access"
"Eid M.M.; Alassery F.; Ibrahim A.; Saber M.","Eid, Marwa M. (35795379100); Alassery, Fawaz (56122445800); Ibrahim, Abdelhameed (34876676400); Saber, Mohamed (57208871259)","35795379100; 56122445800; 34876676400; 57208871259","Metaheuristic Optimization Algorithm for Signals Classification of Electroencephalography Channels","2022","4","10.32604/cmc.2022.024043","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122747133&doi=10.32604%2fcmc.2022.024043&partnerID=40&md5=2fcedc4907cee039109df7c0d54683aa","Digital signal processing of electroencephalography (EEG) data is now widely utilized in various applications, including motor imagery classification, seizure detection and prediction, emotion classification, mental task classification, drug impact identification and sleep state classification. With the increasing number of recorded EEG channels, it has become clear that effective channel selection algorithms are required for various applications. Guided Whale Optimization Method (Guided WOA), a suggested feature selection algorithm based on Stochastic Fractal Search (SFS) technique, evaluates the chosen subset of channels. This may be used to select the optimum EEG channels for use in Brain-Computer Interfaces (BCIs), the method for identifying essential and irrelevant characteristics in a dataset, and the complexity to be eliminated. This enables (SFS-Guided WOA) algorithm to choose the most appropriate EEG channels while assisting machine learning classification in its tasks and training the classifier with the dataset. The (SFS-Guided WOA) algorithm is superior in performance metrics, and statistical tests such as ANOVA and Wilcoxon rank-sum are used to demonstrate this. © 2022 Tech Science Press. All rights reserved.","All Open Access; Gold Open Access"
"Velayudhan D.; Ahmed A.; Hassan T.; Gour N.; Owais M.; Bennamoun M.; Damiani E.; Werghi N.","Velayudhan, Divya (58065364700); Ahmed, Abdelfatah (57772932600); Hassan, Taimur (56405199800); Gour, Neha (57202609674); Owais, Muhammad (57202011142); Bennamoun, Mohammed (7004376121); Damiani, Ernesto (57195375517); Werghi, Naoufel (6603290473)","58065364700; 57772932600; 56405199800; 57202609674; 57202011142; 7004376121; 57195375517; 6603290473","Autonomous Localization of X-Ray Baggage Threats via Weakly Supervised Learning","2024","7","10.1109/TII.2023.3348838","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182939802&doi=10.1109%2fTII.2023.3348838&partnerID=40&md5=7a4eb094db23587ffadfa4293f30b90c","Autonomous X-ray baggage security screening has shown significant strides recently, proving itself a viable solution to the flaws in manual screening, thanks to advancements in deep learning. However, these data-hungry techniques feed on extensively annotated data involving strenuous labor, impeding their advances in baggage screening. Consequently, we present a context-aware transformer for weakly supervised localization to relieve the annotation burden and provide visual interpretability that aids screeners in threat recognition and researchers in identifying the pitfalls of existing systems. The proposed approach can generalize and localize different types of contraband with only cost-effective binary labels without explicit training on item detection. Context extraction block, integrated into the dual-token framework, generates threat-aware context maps, while the token scoring block focuses on minimizing partial activations. Experimental results surpass state of the art (SOTA) methods in terms of classification and localization accuracies. Furthermore, we analyze failures to determine current vulnerabilities and provide new insights for future research. © 2023 IEEE.","All Open Access; Hybrid Gold Open Access"
"An S.; Guo Y.; Bai Y.; Wang T.","An, Shengbiao (34978315500); Guo, Yuqi (58142505700); Bai, Yu (57226482984); Wang, Tengbo (58142085600)","34978315500; 58142505700; 57226482984; 58142085600","Survey of Few-Shot Image Classification Research","2023","6","10.3778/j.issn.1673-9418.2210035","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150047140&doi=10.3778%2fj.issn.1673-9418.2210035&partnerID=40&md5=2f2b8d7c51592d1d1dd0d1ae6f166f65","In recent years, artificial intelligence algorithms represented by deep learning have achieved success in many fields by relying on large-scale datasets and huge computing resources. Among them, the image classification technology in the field of computer vision develops vigorously, and many mature visual task classification models emerge. All these models need to use a large number of annotated samples for training. However, in actual scenarios, due to many restrictions, the amount of data is scarce, and it is often difficult to obtain high-quality annotated samples of corresponding scale. Therefore, how to use a small number of samples for learning has gradually become a research hotspot. In view of the classification task system, this paper reviews the current work related to few-shot image classification. Few-shot learning mainly adopts deep learning methods such as meta-learning, metric learning and data enhancement. This paper summarizes the research progress and typical technical models of few-shot image classification from supervised, semi-supervised and unsupervised levels, as well as the performance of these model methods on several public datasets, and makes comparative analysis from the mechanism, advantages, limitations, etc. Finally, the technical difficulties and future trends of few-shot image classification are discussed. © 2023, Journal of Computer Engineering and Applications Beijing Co., Ltd.; Science Press. All rights reserved.",""
"Ke Y.; Qi H.; Zhang L.; Chen S.; Jiao X.; Zhou P.; Zhao X.; Wan B.; Ming D.","Ke, Yufeng (55760984800); Qi, Hongzhi (7202348852); Zhang, Lixin (55367207400); Chen, Shanguang (9250602000); Jiao, Xuejun (55437389900); Zhou, Peng (35345895800); Zhao, Xin (56892888300); Wan, Baikun (7102316798); Ming, Dong (9745824400)","55760984800; 7202348852; 55367207400; 9250602000; 55437389900; 35345895800; 56892888300; 7102316798; 9745824400","Towards an effective cross-task mental workload recognition model using electroencephalography based on feature selection and support vector machine regression","2015","51","10.1016/j.ijpsycho.2015.10.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947247396&doi=10.1016%2fj.ijpsycho.2015.10.004&partnerID=40&md5=86d6e53cd8a4aec16a543908505977fd","Electroencephalographic (EEG) has been believed to be a potential psychophysiological measure of mental workload. There however remain a number of challenges in building a generalized mental workload recognition model, one of which includes the inability of an EEG-based workload classifier trained on a specific task to handle other tasks. The primary goal of the present study was to examine the possibility of addressing this challenge using feature selection and regression model. Support vector machine classifier and regression models were examined under within-task conditions (trained and tested on the same task) and cross-task conditions (trained on one task and tested on another task) for well-trained verbal and spatial n-back tasks. A specifically designed cross-task recursive feature elimination (RFE) based feature selection was used to handle the possible causes responsible for the deterioration of the performance of cross-task regression model. The within-task classification and regression performed fairly well. Cross-task classification and regression performance, however, deteriorated to unacceptable levels (around chance level). Trained and tested with the most robust feature subset selected by cross-task RFE, the performance of cross-task regression was significantly improved, and there were no significant changes in the performance of within-task regression. It can be inferred that workload-related features can be picked out from those which have been contaminated using RFE, and regression models rather than classifiers may be a wiser choice for cross-task conditions. These encouraging results suggest that the cross-task workload recognition model built in this study is much more generalizable across task when compared to the model built in traditional way. © 2015 Elsevier B.V..",""
"Değirmenci M.; Yüce Y.K.; İşler Y.","Değirmenci, Mürşide (57206472130); Yüce, Yılmaz Kemal (18635626400); İşler, Yalçın (6504389809)","57206472130; 18635626400; 6504389809","Classification of finger movements using statistically significant time-domain EEG features; [İstatistiksel anlamlı zaman alanı EEG özniteliklerinden el parmak hareketlerinin sınıflandırılması]","2024","1","10.17341/gazimmfd.1241334","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185220699&doi=10.17341%2fgazimmfd.1241334&partnerID=40&md5=93bdec5ec01d78b0e91b3fb9daaa03aa","In Motor Imagery (MI) task classification, finger movement classification is less frequently analyzed due to their noisy signal characteristic that makes the difficult discrimination of finger movements. This study proposes a method investigating statistically significant time-domain features for classification of finger movement and no imaginary task condition (NoMT). Unlike existing MI task classification studies, which always assume that the MI task is fulfilled and ignore the NoMT condition, this study also evaluated the NoMT condition for a more realistic prosthesis design. The 24 different time-domain features are extracted from 19 EEG channels of 8 subjects. The statistically significance (ANOVA) based feature selection method is used to define significant time-domain features. Eight distinct typical classifiers with different parameters were computed to classify 6 groups using 5-fold cross-validation. In subject-independent and subject-dependent analysis, the highest test accuracy value was calculated as %35,9 and %33.3-%57.5 using ANOVA-selected time-domain features and Support Vector Machine (SVM) algorithm, respectively. As a result of study, the performances of the subject-dependent classifications are higher than the performance of the subject-independent classifications. These highest subject-dependent results are encouraging for the design of the accurate EEG-based BCI systems in future studies on the design of personalized hand prostheses. © 2024 Gazi Universitesi. All rights reserved.","All Open Access; Gold Open Access"
"Rivero-Rodriguez A.; Leppäkoski H.; Piché R.","Rivero-Rodriguez, Alejandro (57223961425); Leppäkoski, Helena (15623495300); Piché, Robert (6701350428)","57223961425; 15623495300; 6701350428","Semantic labeling of places based on phone usage features using supervised learning","2015","6","10.1109/UPINLBS.2014.7033715","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924402144&doi=10.1109%2fUPINLBS.2014.7033715&partnerID=40&md5=5a7f5bc267723cb6ce53b144dfe29873","Nowadays mobile applications demand higher context awareness. The applications aim to understand the user's context (e.g., home or at work) and provide services tailored to the users. The algorithms responsible for inferring the user's context are the so-called context inference algorithms, the place detection being a particular case. Our hypothesis is that people use mobile phones differently when they are located in different places (e.g. longer calls at home than at work). Therefore, the usage of the mobile phones could be an indicator of the users' current context. The objective of the work is to develop a system that can estimate the user's place label (home, work, etc.), based on phone usage. As training and validation set, we use a database containing phone usage information of 200 users over several months including phone call and SMS logs, multimedia usage, accelerometer, GPS, network information and system information. The data was split into visits, i.e., periods of uninterrupted time that the user has been in a certain place (Home, Work, Leisure, etc.). The data include information about the phone usage during the visits, and the semantic label of the place visited (Home, Work, etc.). We consider two approaches to represent this data: the first approach (so-called visits approach) saves each visit separately; the second approach (so-called places approach) combines all visits of one user to a certain place and creates place-specific information. For place detection, we used five popular classification methods, Naïve Bayes, Decision Tree, Bagged Tree, Neural Network and K-Nearest Neighbors, in both representation approaches. We evaluated their classification rates and found that: 1) Bagged Tree outperforms the other methods; 2) the places data-representation gives better results than the visits data-representation. © 2014 IEEE.",""
"Liuliakov A.; Hermes L.; Hammer B.","Liuliakov, Aleksei (57489631700); Hermes, Luca (57313839300); Hammer, Barbara (55791279400)","57489631700; 57313839300; 55791279400","AutoML technologies for the identification of sparse classification and outlier detection models","2023","7","10.1016/j.asoc.2022.109942","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146250272&doi=10.1016%2fj.asoc.2022.109942&partnerID=40&md5=f38df4f6ac06e0a4aa0db3b6f9be8066","Automated machine learning (AutoML) technologies offer powerful methods to automate the choice of meta-parameters and the instantiations of components of the machine learning training pipelines, such as an optimum form of data preprocessing or a suitable strength of model regularization. Besides given training data, AutoML relies on a suitable learning objective or scoring function and a search space in which to optimize the choices. Currently, most AutoML technologies focus on a single objective, which is related to the expected accuracy of the found model as evaluated according to the chosen learning objective. Additional desired characteristics such as model sparsity for an increased model efficiency and interpretability can be integrated as additional penalty terms in the objective function. Yet, this leads to one solution only, and does not mediate in between accuracy and sparsity as two usually contradicting objectives. In this contribution, we are interested in AutoML technologies which explore the full Pareto-front of sparse versus accurate models rather than a single average only. Since it is not guaranteed that architectural and meta-parameter choices stay constant along the full Pareto-front, averaging the two objectives is not necessarily optimal in this realm. Hence we propose how to treat this challenge by a novel iterative pipeline, which combines an AutoML method with feature selection technologies. We compare this technology to alternatives including baselines in two relevant modeling tasks, classification and outlier detection. We demonstrate the performance of these strategies for a couple of benchmark tasks. © 2022 Elsevier B.V.",""
"Karapinar Senturk Z.","Karapinar Senturk, Zehra (36163350400)","36163350400","Early diagnosis of Parkinson's disease using machine learning algorithms","2020","241","10.1016/j.mehy.2020.109603","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078757871&doi=10.1016%2fj.mehy.2020.109603&partnerID=40&md5=1a1d3afb68602f824752a81a8c6c1abc","Parkinson's disease is caused by the disruption of the brain cells that produce substance to allow brain cells to communicate with each other, called dopamine. The cells that produce dopamine in the brain are responsible for the control, adaptation and fluency of movements. When 60–80%of these cells are lost, then enough dopamine is not produced and Parkinson's motor symptoms appear. It is thought that the disease begins many years before the motor (movement related) symptoms and therefore, researchers are looking for ways to recognize the non-motor symptoms that appear early in the disease as early as possible, thereby halting the progression of the disease. In this paper, machine learning based diagnosis of Parkinson's disease is presented. The proposed diagnosis method consists of feature selection and classification processes. Feature Importance and Recursive Feature Elimination methods were considered for feature selection task. Classification and Regression Trees, Artificial Neural Networks, and Support Vector Machines were used for the classification of Parkinson's patients in the experiments. Support Vector Machines with Recursive Feature Elimination was shown to perform better than the other methods. 93.84% accuracy was achieved with the least number of voice features for Parkinson's diagnosis. © 2020 Elsevier Ltd",""
"Ye H.; Yang Y.-Y.; Zhu S.; Wang D.-H.; Zhang X.-Y.; Yang X.; Huang H.","Ye, Haili (57216148729); Yang, Yuan-yuan (57189496925); Zhu, Shunzhi (14038557100); Wang, Da-Han (57205748503); Zhang, Xu-Yao (50562360800); Yang, Xin (57203539516); Huang, Heguang (7405611994)","57216148729; 57189496925; 14038557100; 57205748503; 50562360800; 57203539516; 7405611994","Stain-adaptive self-supervised learning for histopathology image analysis","2025","1","10.1016/j.patcog.2024.111242","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85211616700&doi=10.1016%2fj.patcog.2024.111242&partnerID=40&md5=56b1e2ec2b4feda08fdc28f25284c85f","Staining variability is a critical factor affecting the accuracy of histopathological image analysis by reducing the distinguishability of tissue regions. Existing methods employ preprocessing techniques such as color matching and stain transfer for stain normalization, which can compromise data features. We propose a novel Stain-Adaptive Self-Supervised Learning (SASSL) method for histopathological image analysis. Our SASSL integrates a stain domain adversarial training module into the self-supervised learning (SSL) framework, allowing adaptation to staining variations while learning invariant features. SASSL can be viewed as a general invariant representation SSL method, with derived self-supervised weights applicable to various downstream tasks (classification, regression, and segmentation) in histopathological images. We conducted experiments on publicly available histopathological image analysis datasets, including PANDA, BreastPathQ, and CAMELYON16, achieving state-of-the-art performance. Results demonstrate that SASSL enhances feature extraction and mitigates the impact of staining variability, consistently improving performance across tasks. Our code is available at https://github.com/YeahHighly/SASSL_PR_2024. © 2024 Elsevier Ltd","All Open Access; Green Open Access"
"Ayanso A.; Han M.; Zihayat M.","Ayanso, Anteneh (9435371800); Han, Mingshan (57321097100); Zihayat, Morteza (54961023800)","9435371800; 57321097100; 54961023800","An automated mobile app labeling framework based on primary motivations for smartphone use","2022","1","10.1108/IJWIS-08-2021-0085","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118372290&doi=10.1108%2fIJWIS-08-2021-0085&partnerID=40&md5=d85dff80db63a1b0d400af7a7c0bc6d7","Purpose: This paper aims to propose an automated mobile app labeling framework based on a novel app classification scheme that is aligned with users’ primary motivations for using smartphones. The study addresses the gaps in incorporating the needs of users and other context information in app classification as well as recommendation systems. Design/methodology/approach: Based on a corpus of mobile app descriptions collected from Google Play store, this study applies extensive text analytics and topic modeling procedures to profile mobile apps within the categories of the classification scheme. Sufficient number of representative and labeled app descriptions are then used to train a classifier using machine learning algorithms, such as rule-based, decision tree and artificial neural network. Findings: Experimental results of the classifiers show high accuracy in automatically labeling new apps based on their descriptions. The accuracy of the classification results suggests a feasible direction in facilitating app searching and retrieval in different Web-based usage environments. Research limitations/implications: As a common challenge in textual data projects, the problem of data size and data quality issues exists throughout the multiple phases of experiments. Future research will extend the data collection scope in many aspects to address the issues that constrained the current experiments. Practical implications: These empirical experiments demonstrate the feasibility of textual data analysis in profiling apps and user context information. This study also benefits app developers by improving app descriptions through a better understanding of user needs and context information. Finally, the classification framework can also guide practitioners in customizing products and services beyond mobile apps where context information and user needs play an important role. Social implications: Given the widespread usage and applications of smartphones today, the proposed app classification framework will have broader implications to different Web-based application environments. Originality/value: While there have been other classification approaches in the literature, to the best of the authors’ knowledge, this framework is the first study on building an automated app labeling framework based on primary motivations of smartphone usage. © 2021, Emerald Publishing Limited.",""
"Wang F.; Wang Y.; Wang J.; Xiong H.; Zhao J.; Zhang D.","Wang, Feng (59609910500); Wang, Yasha (8729530100); Wang, Jiangtao (55978428500); Xiong, Haoyi (55362625600); Zhao, Junfeng (36618431600); Zhang, Daqing (35729509300)","59609910500; 8729530100; 55978428500; 55362625600; 36618431600; 35729509300","Mental Stress Assessment Approach Based on Smartphone Sensing Data; [基于智能手机感知数据的心理压力评估方法]","2019","2","10.7544/issn1000-1239.2019.20170809","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066067677&doi=10.7544%2fissn1000-1239.2019.20170809&partnerID=40&md5=2e40a9ffbfc44f594b0c31a1a82d04fd","Mental stress is harmful on individuals' physical and mental well-being. It is often easy to be overlooked in the early stage, leading to serious problems. Therefore, it is crucial to detect stress before it evolves into severe problems. Traditional stress detection methods are based on either questionnaires or professional devices, which are time-consuming, costly and intrusive. With the popularity of smartphones with various embedded sensors, which can capture users' context data contains movement, sound, location and so on, it is an alternative way to access users' behavior by smartphones, which is less intrusive. This paper proposes an automatic and non-intrusive stress detection approach based on mobile sensing data captured by smartphones. By extracting reasonable features from the perceived data, a more efficient psychological stress assessment method is proposed. First, we generate lots of features represent users' behavior and explore the correlation between mobile sensing data and stress, then identify discriminative features. Second, we further develop a semi-supervised learning based stress detection model. Specifically, we use techniques such as co-training and random forest to deal with insufficient data. Finally, we evaluate our model based on the StudentLife dataset, and the experimental results verify the advantages of our approach over other baselines. © 2019, Science Press. All right reserved.",""
"Elmitwally N.S.; Alsayat A.","Elmitwally, Nouh Sabri (57209421201); Alsayat, Ahmed (57190838566)","57209421201; 57190838566","The multi-class classification for the first six surats of the Holy Quran","2020","10","10.14569/ijacsa.2020.0110141","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080137895&doi=10.14569%2fijacsa.2020.0110141&partnerID=40&md5=e05083ec4a165de1d6bab66b4ade9d57","The Holy Quran is one of the holy books revealed to the prophet Muhammad in the form of separate verses. These verses were written on tree leaves, stones, and bones during his life; as such, they were not arranged or grouped into one book until later. There is no intelligent system that is able to distinguish the verses of Quran chapters automatically. Accordingly, in this study we propose a model that can recognize and categorize Quran verses automatically and conclusion the essential features through Quran chapters classification for the first six Surat of the Holy Quran chapters, based on machine learning techniques. The classification of the Quran verses into chapters using machine learning classifiers is considered an intelligent task. Classification algorithms like Naive Bayes, SVM, KNN, and decision tree J48 help to classify texts into categories or classes. The target of this research is using machine learning algorithms for the text classification of the Holy Quran verses. As the Quran texts consists of 114 chapters, we are only working with the first six chapters. In this paper, we build a multi-class classification model for the chapter names of the Quranic verses using Support Vector Classifier (SVC) and GaussianNB. The results show the best overall accuracy is 80% for the SVC and 60% for the Gaussian Naive Bayes. © 2013 The Science and Information (SAI) Organization.","All Open Access; Gold Open Access"
"Liu H.; Cocea M.; Ding W.","Liu, Han (44361194700); Cocea, Mihaela (23090077000); Ding, Weili (36949304300)","44361194700; 23090077000; 36949304300","Multi-task learning for intelligent data processing in granular computing context","2018","29","10.1007/s41066-017-0065-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056785427&doi=10.1007%2fs41066-017-0065-2&partnerID=40&md5=d8566bb38f8fbdc19f0bba03fd083a59","Classification is a popular task in many application areas, such as decision making, rating, sentiment analysis and pattern recognition. In the recent years, due to the vast and rapid increase in the size of data, classification has been mainly undertaken in the way of supervised machine learning. In this context, a classification task involves data labelling, feature extraction, feature selection and learning of classifiers. In traditional machine learning, data is usually single-labelled by experts, i.e., each instance is only assigned one class label, since experts assume that different classes are mutually exclusive and each instance is clear-cut. However, the above assumption does not always hold in real applications. For example, in the context of emotion detection, there could be more than one emotion identified from the same person. On the other hand, feature selection has typically been done by evaluating feature subsets in terms of their relevance to all the classes. However, it is possible that a feature is only relevant to one class, but is irrelevant to all the other classes. Based on the above argumentation on data labelling and feature selection, we propose in this paper a framework of multi-task learning. In particular, we consider traditional machine learning to be single task learning, and argue the necessity to turn it into multi-task learning to allow an instance to belong to more than one class (i.e., multi-task classification) and to achieve class specific feature selection (i.e., multi-task feature selection). Moreover, we report two experimental studies in terms of fuzzy multi-task classification and rule learning based multi-task feature selection. The results show empirically that it is necessary to undertake multi-task learning for both classification and feature selection. © 2017, The Author(s).","All Open Access; Hybrid Gold Open Access"
"Long X.; Mayer S.; Chiossi F.","Long, Xingyu (59324268800); Mayer, Sven (57014349100); Chiossi, Francesco (57196946809)","59324268800; 57014349100; 57196946809","Multimodal Detection of External and Internal Attention in Virtual Reality using EEG and Eye Tracking Features","2024","5","10.1145/3670653.3670657","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203688773&doi=10.1145%2f3670653.3670657&partnerID=40&md5=1e88856aa16b45cbee538a176af1ec6d","Future VR environments will sense users' context, enabling a wide range of intelligent interactions, thus enabling diverse applications and improving usability through attention-aware VR systems. However, attention-aware VR systems based on EEG data suffer from long training periods, hindering generalizability and widespread adoption. At the same time, there remains a gap in research regarding which physiological features (EEG and eye tracking) are most effective for decoding attention direction in the VR paradigm. We addressed this issue by evaluating several classification models using EEG and eye tracking data. We recorded that training data simultaneously during tasks that required internal attention in an N-Back task or external attention allocation in Visual Monitoring. We used linear and deep learning models to compare classification performance under several uni- and multimodal feature sets alongside different window sizes. Our results indicate that multimodal features improve prediction for classical and modern classification models. We discuss approaches to assess the importance of physiological features and achieve automatic, robust, and individualized feature selection.  © 2024 ACM.",""
"Chen L.; Zhu G.","Chen, Lei (57211715550); Zhu, Guixiang (56523753800)","57211715550; 56523753800","Self-supervised contrastive learning for itinerary recommendation","2025","1","10.1016/j.eswa.2024.126246","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213225074&doi=10.1016%2fj.eswa.2024.126246&partnerID=40&md5=b17944c55876ca8556942d775a63c48f","Itinerary recommendation plays a vital role in enhancing tourists’ experiences by offering personalized travel suggestions for navigating unfamiliar urban environments. Typically, it seeks to recommend a sequence of Points of Interest (POIs) for users by considering various factors, such as time constraints, itinerary length, starting and ending POIs. Traditional itinerary recommendation primarily relies on heuristic approaches to address the orienteering problem, aiming to maximize global rewards under budget constraints, or methods that use stochastic processes to model POI-POI transition patterns. These methods fail to capture transitional regularities and develop a comprehensive understanding of user preferences, which may result in recommendations that diverge from tourists’ actual travel intentions, particularly when trip data is sparse. While recent models based on neural networks, such as Transformers, address some of these challenges, they often overlook practical realities, including noisy implicit feedback, the factors that affect tourists’ demands and the complexity of their visiting preferences. Motivated by the benefits of self-supervised contrastive learning, we propose a Self-supervised Contrastive Learning (SCL) framework to the domain of itinerary recommendation. Specifically, a contrastive learning mechanism is presented, focusing on POI representation and two data augmentation operations are designed based on POI correlations to capture the visiting uncertainties in itinerary generation. Additionally, multiple contextual factors are considered, including sequential information, geographic information and POI-POI transition pattern, to effectively capture and update real-time user context. The experimental results demonstrate SCL achieves significant improvements in terms of three metrics, compared with the best performing baseline method. Recall improved by 3.51%–10.31%, Precision improved by 3.42%–12.57% and Levenshtein Distance Similarity (LDS), defined as the normalized similarity between two itineraries based on the minimum edits (insertions, deletions, or substitutions) required to align them, improved by 3.46%–14.73%. The statistical Friedman-Nemenyi test further confirms the robustness of the SCL model. Furthermore, to provide an intuitive understanding of itinerary recommendations generated by SCL, a case study is presented using a randomized example. © 2024 Elsevier Ltd",""
