Database,cite,author,title,acronym,booktitle,pages,Start Page,End Page,year,publisher,doi,Link,IC1,IC2,IC3,EC1,EC2,EC3,Selected,Note,
ACM,,Kay Ousterhout and Christopher Canel and Max Wolffe and Sylvia Ratnasamy and Scott Shenker,Performance Clarity As a First-class Design Principle,HotOS '17,Proceedings of the 16th Workshop on Hot Topics in Operating Systems,1--6,,,2017,ACM,10.1145/3102980.3102981,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NO,Duplicate,Performance clarity as a first-class design principle
ACM,,Weihong Wang and Zhidong Li and Yang Wang and Fang Chen,Indexing Cognitive Workload Based on Pupillary Response Under Luminance and Emotional Changes,IUI '13,Proceedings of the 2013 International Conference on Intelligent User Interfaces,247--256,,,2013,ACM,10.1145/2449396.2449428,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NO,Duplicate,Indexing cognitive workload based on pupillary response under luminance and emotional changes
ACM,,Huong Thanh Le and Luan Van Tran,Automatic Feature Selection for Named Entity Recognition Using Genetic Algorithm,SoICT '13,Proceedings of the Fourth Symposium on Information and Communication Technology,81--87,,,2013,ACM,10.1145/2542050.2542056,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,Proposal of a new selection method for prediction,
ACM,,Boyu Zhang and A. K. Qin and Timos Sellis,Evolutionary Feature Subspaces Generation for Ensemble Classification,GECCO '18,Proceedings of the Genetic and Evolutionary Computation Conference,577--584,,,2018,ACM,10.1145/3205455.3205638,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,Proposal of a new selection method for prediction,
ACM,,Pedro A. Nogueira and R&#250;ben Aguiar and Rui Rodrigues and Eug&#233;nio Oliveira,Computational Models of Players' Physiological-Based Emotional Reactions: A Digital Games Case Study,WI-IAT '14,Proceedings of the 2014 IEEE/WIC/ACM International Joint Conferences on Web Intelligence (WI) and Intelligent Agent Technologies (IAT) - Volume 03,278--285,,,2014,IEEE Computer Society,10.1109/WI-IAT.2014.178,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,Use of learning techniques for prediction of players' emotional reactions across different games and game genres,
ACM,,Yang Li and Sandro Schulze and Gunter Saake,Reverse Engineering Variability from Natural Language Documents: A Systematic Literature Review,SPLC '17,Proceedings of the 21st International Systems and Software Product Line Conference - Volume A,133--142,,,2017,ACM,10.1145/3106195.3106207,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NO,Duplicate,Reverse engineering variability from natural language documents: A systematic literature review
ACM,,Afshin Shahriari and Hamid Parvin and Alireza Monajati,Exploring Weights of Hierarchical and Equivalency Relationship in General Persian Texts,EANN '15,Proceedings of the 16th International Conference on Engineering Applications of Neural Networks (INNS),7:1--7:7,,,2015,ACM,10.1145/2797143.2797167,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,Use of learning techniques for  classification of Persian context,
ACM,,Hanaa F Mahmood and Baihua Li and Eran Edirisinghe,Text Localization in Natural Images Through Effective Re-identification of the MSER,IML '17,Proceedings of the 1st International Conference on Internet of Things and Machine Learning,42:1--42:9,,,2017,ACM,10.1145/3109761.3109803,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,Use of learning techniques for text localization in images,
ACM,,Pooyan Jamshidi and Miguel Velez and Christian K&#228;stner and Norbert Siegmund,Learning to Sample: Exploiting Similarities Across Environments to Learn Performance Models for Configurable Systems,ESEC/FSE 2018,Proceedings of the 2018 26th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering,71--82,,,2018,ACM,10.1145/3236024.3236074,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,YES,,
ACM,,Sohail Bahmani and Bhiksha Raj and Petros T. Boufounos,Greedy Sparsity-constrained Optimization,,,807--841,,,2013,JMLR.org,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NO,Duplicate,Greedy sparsity-constrained optimization
ACM,,Rakshit Agrawal and Luca deAlfaro,Predicting the Quality of User Contributions via LSTMs,OpenSym '16,Proceedings of the 12th International Symposium on Open Collaboration,19:1--19:10,,,2016,ACM,10.1145/2957792.2957811,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NO,Duplicate,Predicting the quality of user contributions via LSTMs
ACM,,Jason Zutty and Gregory Rohling,Solving Test Case Based Problems with Fuzzy Dominance,GECCO '17,Proceedings of the Genetic and Evolutionary Computation Conference,529--536,,,2017,ACM,10.1145/3071178.3071234,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,Use of learning techniques for solving test case,
ACM,,Jianing Shi and Wotao Yin and Stanley Osher and Paul Sajda,A Fast Hybrid Algorithm for Large-Scale L1-Regularized Logistic Regression,,,713--741,,,2010,JMLR.org,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NO,Duplicate,A fast hybrid algorithm for large-scale ℓ1-regularized logistic regression
ACM,,SM Ashiqul Islam and Christopher Michel Kearney and Ankan Choudhury and Erich J. Baker,Protein Classification Using Modified N-Gram and Skip-Gram Models: Extended Abstract,ACM-BCB '17,"Proceedings of the 8th ACM International Conference on Bioinformatics, Computational Biology,and Health Informatics",586--586,,,2017,ACM,10.1145/3107411.3108193,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NO,Short paper,
ACM,,Tariq Mahmood and Francesco Ricci,Adapting the Interaction State Model in Conversational Recommender Systems,ICEC '08,Proceedings of the 10th International Conference on Electronic Commerce,33:1--33:10,,,2008,ACM,10.1145/1409540.1409584,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NO,Duplicate,Adapting the interaction state model in conversational recommender systems
ACM,,Robert H&#246;ttger and Burkhard Igel,A Concept of Vector Clock Utilization in an Iterative Tracing Approach for Distributed Embedded Systems,SCOPES '15,Proceedings of the 18th International Workshop on Software and Compilers for Embedded Systems,92--96,,,2015,ACM,10.1145/2764967.2764969,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NO,Duplicate,A concept of vector clock utilization in an iterative tracing approach for distributed embedded systems
ACM,,Lov Kumar and Ashish Sureka,Feature Selection Techniques to Counter Class Imbalance Problem for Aging Related Bug Prediction: Aging Related Bug Prediction,ISEC '18,Proceedings of the 11th Innovations in Software Engineering Conference,2:1--2:11,,,2018,ACM,10.1145/3172871.3172872,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,"Features do not refer to software feature or to the « configurability » of the system, here « features » mean a property/metric of the source code",
ACM,,Pang-Ning Tan and Vipin Kumar and Jaideep Srivastava,Selecting the Right Interestingness Measure for Association Patterns,KDD '02,Proceedings of the Eighth ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,32--41,,,2002,ACM,10.1145/775047.775053,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NO,Duplicate,Selecting the right interestingness measure for association patterns
ACM,,Kun Kuang and Peng Cui and Susan Athey and Ruoxuan Xiong and Bo Li,Stable Prediction Across Unknown Environments,KDD '18,Proceedings of the 24th ACM SIGKDD International Conference on Knowledge Discovery &#38; Data Mining,1617--1626,,,2018,ACM,10.1145/3219819.3220082,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,Proposal of a new learning-based technique,
ACM,,Iyad Batal and Milos Hauskrecht,Constructing Classification Features Using Minimal Predictive Patterns,CIKM '10,Proceedings of the 19th ACM International Conference on Information and Knowledge Management,869--878,,,2010,ACM,10.1145/1871437.1871549,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,Proposal of a new selection method for prediction,
ACM,,Jianqiang Shen and Lida Li and Thomas G. Dietterich and Jonathan L. Herlocker,A Hybrid Learning System for Recognizing User Tasks from Desktop Activities and Email Messages,IUI '06,Proceedings of the 11th International Conference on Intelligent User Interfaces,86--92,,,2006,ACM,10.1145/1111449.1111473,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NO,Duplicate,A hybrid learning system for recognizing user tasks from desktop activities and email messages
ACM,,Tanmoy Chakraborty and Prasenjit Choudhury,Authorship Identification in Bengali Language: A Graph Based Approach,ASONAM '16,Proceedings of the 2016 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining,443--446,,,2016,IEEE Press,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NO,Duplicate,Authorship identification in Bengali language: A graph based approach
ACM,,Liang Bao and Xin Liu and Ziheng Xu and Baoyin Fang,AutoConfig: Automatic Configuration Tuning for Distributed Message Systems,ASE 2018,Proceedings of the 33rd ACM/IEEE International Conference on Automated Software Engineering,29--40,,,2018,ACM,10.1145/3238147.3238175,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,YES,,
ACM,,Qingzhong Liu and Andrew H. Sung and Mengyu Qiao,Neighboring Joint Density-based JPEG Steganalysis,,,16:1--16:16,,,2011,ACM,10.1145/1899412.1899420,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NO,Duplicate,Neighboring joint density-based JPEG steganalysis
ACM,,Heysem Kaya and Albert Ali Salah,Combining Modality-Specific Extreme Learning Machines for Emotion Recognition in the Wild,ICMI '14,Proceedings of the 16th International Conference on Multimodal Interaction,487--493,,,2014,ACM,10.1145/2663204.2666273,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,Use of learning techniques for PARALINGUISTIC SPEECH ANALYSIS,
ACM,,Jungmin Park and Xiaolin Xu and Yier Jin and Domenic Forte and Mark Tehranipoor,Power-based Side-channel Instruction-level Disassembler,DAC '18,Proceedings of the 55th Annual Design Automation Conference,119:1--119:6,,,2018,ACM,10.1145/3195970.3196094,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,Use of ML to detect malicious activity on modern embedded computing devices - not configurable software systems,
ACM,,Simon Fong and Robert P. Biuk-Aghai and Richard C. Millham,Swarm Search Methods in Weka for Data Mining,ICMLC 2018,Proceedings of the 2018 10th International Conference on Machine Learning and Computing,122--127,,,2018,ACM,10.1145/3195106.3195167,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,Proposal of a new selection method for prediction,
ACM,,Ana Stanescu and Karthik Tangirala and Doina Caragea,Study of Transductive Learning and Unsupervised Feature Construction Methods for Biological Sequence Classification,ASONAM '16,Proceedings of the 2016 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining,999--1006,,,2016,IEEE Press,,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,Use of semi-supervised learning approaches for biological sequence classification,
ACM,,Akshi Kumar and Arunima Joshi,Ontology Driven Sentiment Analysis on Social Web for Government Intelligence,ICEGOV '17,Proceedings of the Special Collection on eGovernment Innovations in India,134--139,,,2017,ACM,10.1145/3055219.3055229,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NO,Duplicate,Ontology driven sentiment analysis on social web for government intelligence
ACM,,Ajitha Rajan and Adel Noureddine and Panagiotis Stratis,A Study on the Influence of Software and Hardware Features on Program Energy,ESEM '16,Proceedings of the 10th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement,37:1--37:10,,,2016,ACM,10.1145/2961111.2962593,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NO,Duplicate,A Study on the Influence of Software and Hardware Features on Program Energy
ACM,,Thomas Lux and Randall Pittman and Maya Shende and Anil Shende,Applications of Supervised Learning Techniques on Undergraduate Admissions Data,CF '16,Proceedings of the ACM International Conference on Computing Frontiers,412--417,,,2016,ACM,10.1145/2903150.2911717,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NO,Duplicate,Applications of supervised learning techniques on undergraduate admissions data
ACM,,Herb Schwetman,Computer System Models: An Introduction,,,105--,,,1981,ACM,10.1145/1010629.805479,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NO,Short paper,
ACM,,Herb Schwetman,Computer System Models: An Introduction,SIGMETRICS '81,Proceedings of the 1981 ACM SIGMETRICS Conference on Measurement and Modeling of Computer Systems,105--,,,1981,ACM,10.1145/800189.805479,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NO,Short paper,
ACM,,Arthur T. E. Capozzi and Viviana Patti and Giancarlo Ruffo and Cristina Bosco,"A Data Viz Platform As a Support to Study, Analyze and Understand the Hate Speech Phenomenon",WS.2 2018,Proceedings of the 2Nd International Conference on Web Studies,28--35,,,2018,ACM,10.1145/3240431.3240437,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,Use of learning techniques to characterize the hate speech phenomenon,
ACM,,Jaedong Lee and Sora Hong and Jee-Hyong Lee,An Efficient Prediction for Heavy Rain from Big Weather Data Using Genetic Algorithm,ICUIMC '14,Proceedings of the 8th International Conference on Ubiquitous Information Management and Communication,25:1--25:7,,,2014,ACM,10.1145/2557977.2558048,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NO,Duplicate,An efficient prediction for heavy rain from big weather data using genetic algorithm
ACM,,Kangkana Bora and Manish Chowdhury and Lipi B. Mahanta and Malay K. Kundu and Anup K. Das,Pap Smear Image Classification Using Convolutional Neural Network,ICVGIP '16,"Proceedings of the Tenth Indian Conference on Computer Vision, Graphics and Image Processing",55:1--55:8,,,2016,ACM,10.1145/3009977.3010068,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,Use of learning techniques for classification of cervical dysplasia using Pap smear images,
ACM,,Simon Eberz and Kasper B. Rasmussen and Vincent Lenders and Ivan Martinovic,Evaluating Behavioral Biometrics for Continuous Authentication: Challenges and Metrics,ASIA CCS '17,Proceedings of the 2017 ACM on Asia Conference on Computer and Communications Security,386--399,,,2017,ACM,10.1145/3052973.3053032,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NO,Duplicate,Evaluating behavioral biometrics for continuous authentication: Challenges and metrics
ACM,,Lionel C. Mitchell,Performance Analysis of a Fault Tolerant Computer System,,,249--250,,,1990,ACM,10.1145/98460.98769,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NO,Short paper,
ACM,,Lionel C. Mitchell,Performance Analysis of a Fault Tolerant Computer System,SIGMETRICS '90,Proceedings of the 1990 ACM SIGMETRICS Conference on Measurement and Modeling of Computer Systems,249--250,,,1990,ACM,10.1145/98457.98769,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NO,Short paper,
ACM,,Babatunde K. Olorisade and Ed de Quincey and Pearl Brereton and Peter Andras,A Critical Analysis of Studies That Address the Use of Text Mining for Citation Screening in Systematic Reviews,EASE '16,Proceedings of the 20th International Conference on Evaluation and Assessment in Software Engineering,14:1--14:11,,,2016,ACM,10.1145/2915970.2915982,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,Use of learning techniques to support the screening of papers for inclusion in a review,
ACM,,Ondrej Lhotak and Jose Nelson Amaral and Kit Barton and Martin Hirzel and J. Gregory Steffan,11th Compiler-Driven Performance Workshop,CASCON '12,Proceedings of the 2012 Conference of the Center for Advanced Studies on Collaborative Research,239--240,,,2012,IBM Corp.,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NO,,
ACM,,Clark Verbrugge and Jose Nelson Amaral and Mark Stoodley and David Grove and Kit Barton,10th Workshop on Compiler-Driven Performance,CASCON '11,Proceedings of the 2011 Conference of the Center for Advanced Studies on Collaborative Research,371--372,,,2011,IBM Corp.,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NO,,
