ACM,IEEE,SPRINGER,SCIENCE,Database,cite,author,title,acronym,booktitle,pages,Start Page,End Page,#,year,publisher,doi,Link,IC1,IC2,IC3,EC1,EC2,EC3,Selected,Note
#N/A,Characterizing driving environments through Bluetooth discovery,#N/A,#N/A,Scopus,,"Bronzi W., Faye S., Frank R., Engel T.",Characterizing driving environments through Bluetooth discovery,,"International Conference on Information and Communication Technology Convergence: ICT Convergence Technologies Leading the Fourth Industrial Revolution, ICTC 2017",501-506,501,506,6,2017,Institute of Electrical and Electronics Engineers Inc.,10.1109/ICTC.2017.8191028,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046898678&doi=10.1109%2fICTC.2017.8191028&partnerID=40&md5=3fee2f71411ba0c8eeee422991f26fee,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NO,
#N/A,DeepFood: Automatic Multi-Class Classification of Food Ingredients Using Deep Learning,#N/A,#N/A,Scopus,,"Pan L., Pouyanfar S., Chen H., Qin J., Chen S.-C.",DeepFood: Automatic Multi-Class Classification of Food Ingredients Using Deep Learning,,"Proceedings - 2017 IEEE 3rd International Conference on Collaboration and Internet Computing, CIC 2017",181-189,181,189,9,2017,Institute of Electrical and Electronics Engineers Inc.,10.1109/CIC.2017.00033,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046659685&doi=10.1109%2fCIC.2017.00033&partnerID=40&md5=25e3ec03b89e183b320abf9648a4e7ab,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Yousif A., Niu Z., Tarus J.K., Ahmad A.",A survey on sentiment analysis of scientific citations,,Artificial Intelligence Review,1-34,1,34,34,2017,Springer Netherlands,10.1007/s10462-017-9597-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037615365&doi=10.1007%2fs10462-017-9597-8&partnerID=40&md5=6a134060cc1b3c5032d8fdc1df83942d,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Papa J.P., Rosa G.H., Papa L.P.",A binary-constrained Geometric Semantic Genetic Programming for feature selection purposes,,Pattern Recognition Letters,59-66,59,66,8,2017,Elsevier B.V.,10.1016/j.patrec.2017.10.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030842836&doi=10.1016%2fj.patrec.2017.10.002&partnerID=40&md5=16a3cda1eb783696b724842df9b359ba,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,Proposal of a new feature selection method for prediction
#N/A,#N/A,#N/A,#N/A,Scopus,,"Wu B., Yang M., Li K., Huang Z., Siniscalchi S.M., Wang T., Lee C.-H.",A reverberation-time-aware DNN approach leveraging spatial information for microphone array dereverberation,,Eurasip Journal on Advances in Signal Processing,-,,,,2017,Springer International Publishing,10.1186/s13634-017-0516-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037525898&doi=10.1186%2fs13634-017-0516-6&partnerID=40&md5=61c8559f710561aecef385269f30fe00,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NO,
#N/A,A big data framework for intrusion detection in smart grids using apache spark,#N/A,#N/A,Scopus,,"Vimalkumar K., Radhika N.",A big data framework for intrusion detection in smart grids using apache spark,,"2017 International Conference on Advances in Computing, Communications and Informatics, ICACCI 2017",198-204,198,204,7,2017,Institute of Electrical and Electronics Engineers Inc.,10.1109/ICACCI.2017.8125840,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042639569&doi=10.1109%2fICACCI.2017.8125840&partnerID=40&md5=2b829995583eae6151cc437f49e972a4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NO,
#N/A,A hybrid feature selection model for text clustering,#N/A,#N/A,Scopus,,"Alsaeedi A., Fattah M.A., Aloufi K.",A hybrid feature selection model for text clustering,,"2017 7th IEEE International Conference on System Engineering and Technology, ICSET 2017 - Proceedings",7-11,7,11,5,2017,Institute of Electrical and Electronics Engineers Inc.,10.1109/ICSEngT.2017.8123411,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041391603&doi=10.1109%2fICSEngT.2017.8123411&partnerID=40&md5=6b4047cb4b44b06331e087660f672442,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,Proposal of a new feature selection method for prediction
#N/A,Machine learning for sensor-based manufacturing processes,#N/A,#N/A,Scopus,,"Moldovan D., Cioara T., Anghel I., Salomie I.",Machine learning for sensor-based manufacturing processes,,"Proceedings - 2017 IEEE 13th International Conference on Intelligent Computer Communication and Processing, ICCP 2017",147-154,147,154,8,2017,Institute of Electrical and Electronics Engineers Inc.,10.1109/ICCP.2017.8116997,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041440403&doi=10.1109%2fICCP.2017.8116997&partnerID=40&md5=e81a003ec8f5e3641d0ba2b32e4b92a2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NO,
A Comparative Study of Feature-ranking and Feature-subset Selection Techniques for Improved Fault Prediction,#N/A,#N/A,#N/A,Scopus,,"Rathore S.S., Gupta A.",A comparative study of feature-ranking and feature-subset selection techniques for improved fault prediction,,ACM International Conference Proceeding Series,-,,,,2014,Association for Computing Machinery,10.1145/2590748.2590755,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902603200&doi=10.1145%2f2590748.2590755&partnerID=40&md5=416a61876d269c1ef605a9805dabf243,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,"Features do not refer to software feature or to the « configurability » of the system, here « features » mean a property/metric of the source code "
#N/A,#N/A,#N/A,#N/A,Scopus,,[No author name available],ASE 2017 - Proceedings of the 32nd IEEE/ACM International Conference on Automated Software Engineering,,ASE 2017 - Proceedings of the 32nd IEEE/ACM International Conference on Automated Software Engineering,-,,,,2017,Institute of Electrical and Electronics Engineers Inc.,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041631420&partnerID=40&md5=f2ddd5ff6c725ab070c1197c99cf1e46,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NO,Proceedings
#N/A,A Multi-model SVR Approach to Estimating the CEFR Proficiency Level of Grammar Item Features,#N/A,#N/A,Scopus,,"Flanagan B., Hirokawa S., Kaneko E., Izumi E., Ogata H.",A Multi-model SVR Approach to Estimating the CEFR Proficiency Level of Grammar Item Features,,"Proceedings - 2017 6th IIAI International Congress on Advanced Applied Informatics, IIAI-AAI 2017",521-526,521,526,6,2017,Institute of Electrical and Electronics Engineers Inc.,10.1109/IIAI-AAI.2017.169,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040621782&doi=10.1109%2fIIAI-AAI.2017.169&partnerID=40&md5=fc86540bec1c142109cdd2fea7fdd2c9,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Wilson Z.T., Sahinidis N.V.",The ALAMO approach to machine learning,,Computers and Chemical Engineering,785-795,785,795,11,2017,Elsevier Ltd,10.1016/j.compchemeng.2017.02.010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013487413&doi=10.1016%2fj.compchemeng.2017.02.010&partnerID=40&md5=6fa41637f2c5b1e8988e93c177ec7877,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,Defect Prediction between Software Versions with Active Learning and Dimensionality Reduction,#N/A,#N/A,Scopus,,"Lu H., Kocaguneli E., Cukic B.",Defect prediction between software versions with active learning and dimensionality reduction,,"Proceedings - International Symposium on Software Reliability Engineering, ISSRE",312-322,312,322,11,2014,IEEE Computer Society,10.1109/ISSRE.2014.35,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928680688&doi=10.1109%2fISSRE.2014.35&partnerID=40&md5=f8dc800c6a1e5aee10ac40e59354cedf,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,Use of active learning to predict defect between successive releases. Use of different versioning of a system.
#N/A,#N/A,#N/A,#N/A,Scopus,,"Koziarski M., Krawczyk B., Woźniak M.",The deterministic subspace method for constructing classifier ensembles,,Pattern Analysis and Applications,981-990,981,990,10,2017,Springer London,10.1007/s10044-017-0655-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030315529&doi=10.1007%2fs10044-017-0655-2&partnerID=40&md5=be2b398583a8bc7b988b4f64595eb160,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Jootoo A., Lattanzi D.",Bridge Type Classification: Supervised Learning on a Modified NBI Data Set,,Journal of Computing in Civil Engineering,-,,,,2017,American Society of Civil Engineers (ASCE),10.1061/(ASCE)CP.1943-5487.0000712,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028523009&doi=10.1061%2f%28ASCE%29CP.1943-5487.0000712&partnerID=40&md5=fbe27c3ac8f9b3d17e7860c450ef2f68,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Usha M., Kavitha P.",Anomaly based intrusion detection for 802.11 networks with optimal features using SVM classifier,,Wireless Networks,2431-2446,2431,2446,16,2017,Springer New York LLC,10.1007/s11276-016-1300-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969850606&doi=10.1007%2fs11276-016-1300-5&partnerID=40&md5=e228ff8e3f9f1ce14f1a8f2844b132b4,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Gawade S., Jaykumar N.",Illustration of semi-supervised feature selection using effective frameworks,,Journal of Theoretical and Applied Information Technology,5609-5617,5609,5617,9,2017,Asian Research Publishing Network,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032836198&partnerID=40&md5=5a85dda8b1b20363b0f00c9075a76369,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,Proposal of a new feature selection method for prediction
#N/A,A feature selection algorithm for IDS,#N/A,#N/A,Scopus,,"Gül A., Adali E.",A feature selection algorithm for IDS,,"2nd International Conference on Computer Science and Engineering, UBMK 2017",816-820,816,820,5,2017,Institute of Electrical and Electronics Engineers Inc.,10.1109/UBMK.2017.8093538,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040632872&doi=10.1109%2fUBMK.2017.8093538&partnerID=40&md5=c10f94078df7ffd9d5a81359a4327bfc,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,Proposal of a new learning-based algorithm
Investigating Heterogeneous Ensembles with Filter Feature Selection for Software Effort Estimation,#N/A,#N/A,#N/A,Scopus,,"Hosni M., Idri A., Abran A.",Investigating heterogeneous ensembles with filter feature selection for software effort estimation,,ACM International Conference Proceeding Series,207-220,207,220,14,2017,Association for Computing Machinery,10.1145/3143434.3143456,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038388727&doi=10.1145%2f3143434.3143456&partnerID=40&md5=65e1ed73d73e106bcf07adfa820d9557,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,Terrorist event prediction based on revealing data,#N/A,#N/A,Scopus,,"Mo H., Meng X., Li J., Zhao S.",Terrorist event prediction based on revealing data,,"2017 IEEE 2nd International Conference on Big Data Analysis, ICBDA 2017",239-244,239,244,6,2017,Institute of Electrical and Electronics Engineers Inc.,10.1109/ICBDA.2017.8078815,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039991076&doi=10.1109%2fICBDA.2017.8078815&partnerID=40&md5=775876ef15987fdc7059dc7897dfa392,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Mahmood H.F., Li B., Edirisinghe E.",Text localization in natural images through effective re identification of the MSER,,ACM International Conference Proceeding Series,-,,,,2017,Association for Computing Machinery,10.1145/3109761.3109803,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048362874&doi=10.1145%2f3109761.3109803&partnerID=40&md5=123642f69c701a847be2a46f671332f0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,A hybrid feature selection method based on genetic algorithm and information gain,#N/A,#N/A,Scopus,,"He F., Yang H., Miao Y., Louis R.",A hybrid feature selection method based on genetic algorithm and information gain,,"Proceedings of 2016 5th International Conference on Computer Science and Network Technology, ICCSNT 2016",320-323,320,323,4,2017,Institute of Electrical and Electronics Engineers Inc.,10.1109/ICCSNT.2016.8070172,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039899161&doi=10.1109%2fICCSNT.2016.8070172&partnerID=40&md5=177aec800439dad01fac7a3222959758,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NO,Short paper
#N/A,#N/A,#N/A,#N/A,Scopus,,"Martins R.G., Martins A.S., Neves L.A., Lima L.V., Flores E.L., do Nascimento M.Z.",Exploring polynomial classifier to predict match results in football championships,,Expert Systems with Applications,79-93,79,93,15,2017,Elsevier Ltd,10.1016/j.eswa.2017.04.040,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018636158&doi=10.1016%2fj.eswa.2017.04.040&partnerID=40&md5=8effbfd84512954f9412e19d4a06f085,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,A review on feature selection for high dimensional data,#N/A,#N/A,Scopus,,"Anukrishna P.R., Paul V.",A review on feature selection for high dimensional data,,"Proceedings of the International Conference on Inventive Systems and Control, ICISC 2017",-,,,,2017,Institute of Electrical and Electronics Engineers Inc.,10.1109/ICISC.2017.8068746,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037129488&doi=10.1109%2fICISC.2017.8068746&partnerID=40&md5=392b9c0a4e54dcc55c295856cac6159d,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,Review on feature selection
#N/A,#N/A,#N/A,#N/A,Scopus,,"Sun Y., Wang B.",Indoor corner recognition from crowdsourced trajectories using smartphone sensors,,Expert Systems with Applications,266-277,266,277,12,2017,Elsevier Ltd,10.1016/j.eswa.2017.04.024,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017567134&doi=10.1016%2fj.eswa.2017.04.024&partnerID=40&md5=5384fbde3f6a69136d5ccc35c11ec23c,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"da Silva J.F., Cavaco S., Lopes G.P.",Automatic Classification of Impact Sounds with Rejection of Unknown Samples,,New Generation Computing,341-363,341,363,23,2017,Springer Tokyo,10.1007/s00354-017-0025-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026829472&doi=10.1007%2fs00354-017-0025-z&partnerID=40&md5=fb330925ed7569eb999fbd83e8fc15dc,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
Reverse Engineering Variability from Natural Language Documents: A Systematic Literature Review,#N/A,#N/A,#N/A,Scopus,,"Li Y., Schulze S., Saake G.",Reverse engineering variability from natural language documents: A systematic literature review,,ACM International Conference Proceeding Series,133-142,133,142,10,2017,Association for Computing Machinery,10.1145/3106195.3106207,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032274023&doi=10.1145%2f3106195.3106207&partnerID=40&md5=abd2abcce09498f039201a967484f969,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,An effective semi-supervised model for intrusion detection using feature selection based LapSVM,#N/A,#N/A,Scopus,,"Zhang X., Zhu P., Tian J., Zhang J.",An effective semi-supervised model for intrusion detection using feature selection based LapSVM,,"IEEE CITS 2017 - 2017 International Conference on Computer, Information and Telecommunication Systems",283-286,283,286,4,2017,Institute of Electrical and Electronics Engineers Inc.,10.1109/CITS.2017.8035323,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032434202&doi=10.1109%2fCITS.2017.8035323&partnerID=40&md5=9af9b4a945d48e8df20ec82f81753f88,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NO,Short paper
#N/A,Automatic Defect Categorization Based on Fault Triggering Conditions,#N/A,#N/A,Scopus,,"Xia X., Lo D., Wang X., Zhou B.",Automatic defect categorization based on fault triggering conditions,,"Proceedings of the IEEE International Conference on Engineering of Complex Computer Systems, ICECCS",39-48,39,48,10,2014,Institute of Electrical and Electronics Engineers Inc.,10.1109/ICECCS.2014.14,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908463271&doi=10.1109%2fICECCS.2014.14&partnerID=40&md5=429b5145672704fb20cb5bca0c3de186,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,Use of text mining to categorize defects into fault by analyzing the natural-language description of bug reports
Improving Prediction of Student Performance Based on Multiple Feature Selection Approaches,#N/A,#N/A,#N/A,Scopus,,"Ma C., Yao B., Ge F., Pan Y., Guo Y.",Improving prediction of student performance based on multiple feature selection approaches,,ACM International Conference Proceeding Series,36-41,36,41,6,2017,Association for Computing Machinery,10.1145/3141151.3141160,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038593426&doi=10.1145%2f3141151.3141160&partnerID=40&md5=2c71f1d6fbe4b9e10fa967d7512bec4a,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Xu J., Tang B., He H., Man H.",Semisupervised Feature Selection Based on Relevance and Redundancy Criteria,,IEEE Transactions on Neural Networks and Learning Systems,1974-1984,1974,1984,11,2017,Institute of Electrical and Electronics Engineers Inc.,10.1109/TNNLS.2016.2562670,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971405858&doi=10.1109%2fTNNLS.2016.2562670&partnerID=40&md5=2f2ca5e539dfa74760637990534d5449,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,Proposal of a new feature selection method for prediction
#N/A,#N/A,#N/A,#N/A,Scopus,,"Hou C., Nie F., Tao H., Yi D.",Multi-view unsupervised feature selection with adaptive similarity and view weight,,IEEE Transactions on Knowledge and Data Engineering,1998-2011,1998,2011,14,2017,IEEE Computer Society,10.1109/TKDE.2017.2681670,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029389131&doi=10.1109%2fTKDE.2017.2681670&partnerID=40&md5=e3707758d4a690c0057d5a0d1af1cdc0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,Proposal of a new feature selection method for prediction
#N/A,#N/A,#N/A,#N/A,Scopus,,"Lee W.-P., Chen C.-T., Huang J.-Y., Liang J.-Y.",A smartphone-based activity-aware system for music streaming recommendation,,Knowledge-Based Systems,70-82,70,82,13,2017,Elsevier B.V.,10.1016/j.knosys.2017.06.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020459209&doi=10.1016%2fj.knosys.2017.06.002&partnerID=40&md5=b238520f187724807d07dce7e3f9f1df,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Hussain S., Keung J., Khan A.A.",Software design patterns classification and selection using text categorization approach,,Applied Soft Computing Journal,225-244,225,244,20,2017,Elsevier Ltd,10.1016/j.asoc.2017.04.043,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019135271&doi=10.1016%2fj.asoc.2017.04.043&partnerID=40&md5=1f5c3f7607453cbb085f69554a6919b2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Khammassi C., Krichen S.",A GA-LR wrapper approach for feature selection in network intrusion detection,,Computers and Security,255-277,255,277,23,2017,Elsevier Ltd,10.1016/j.cose.2017.06.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021106059&doi=10.1016%2fj.cose.2017.06.005&partnerID=40&md5=b6fd1bb689560f04290680f53ad16803,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Dhifli W., Aridhi S., Nguifo E.M.",MR-SimLab: Scalable subgraph selection with label similarity for big data,,Information Systems,155-163,155,163,9,2017,Elsevier Ltd,10.1016/j.is.2017.05.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019726178&doi=10.1016%2fj.is.2017.05.006&partnerID=40&md5=925677596b916c7f112a0f9ee8cac2c5,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Omae Y., Takahashi H.",Feature selection algorithm considering trial and individual differences formachine learning of human activity recognition,,Journal of Advanced Computational Intelligence and Intelligent Informatics,813-824,813,824,12,2017,Fuji Technology Press,10.20965/jaciii.2017.p0813,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032826954&doi=10.20965%2fjaciii.2017.p0813&partnerID=40&md5=5bb46ee14406bc6ccd0421d9a50c068b,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"El-Atta A.H.A., Hassanien A.E.",Two-class support vector machine with new kernel function based on paths of features for predicting chemical activity,,Information Sciences,42-54,42,54,13,2017,Elsevier Inc.,10.1016/j.ins.2017.04.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017146530&doi=10.1016%2fj.ins.2017.04.003&partnerID=40&md5=3ee03b6dbbd4883067df5e644c272737,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Lee W.-H., Lee R.B.",Implicit Smartphone User Authentication with Sensors and Contextual Machine Learning,,"Proceedings - 47th Annual IEEE/IFIP International Conference on Dependable Systems and Networks, DSN 2017",297-308,297,308,12,2017,Institute of Electrical and Electronics Engineers Inc.,10.1109/DSN.2017.24,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025477785&doi=10.1109%2fDSN.2017.24&partnerID=40&md5=147a05334f7f4b57a84ad1608bbb6c69,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Lee W.-H., Lee R.B.",Sensor-Based Implicit Authentication of Smartphone Users,,"Proceedings - 47th Annual IEEE/IFIP International Conference on Dependable Systems and Networks, DSN 2017",309-320,309,320,12,2017,Institute of Electrical and Electronics Engineers Inc.,10.1109/DSN.2017.21,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031662175&doi=10.1109%2fDSN.2017.21&partnerID=40&md5=6520d0e52879addefec4d099d382a40a,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Hu R., Cao J., Cheng D., He W., Zhu Y., Xie Q., Wen G.",Self-representation dimensionality reduction for multi-model classification,,Neurocomputing,154-161,154,161,8,2017,Elsevier B.V.,10.1016/j.neucom.2016.11.076,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016066997&doi=10.1016%2fj.neucom.2016.11.076&partnerID=40&md5=1724a7119b5151359ee5c58d7cfc80bb,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"He W., Cheng X., Hu R., Zhu Y., Wen G.",Feature self-representation based hypergraph unsupervised feature selection via low-rank representation,,Neurocomputing,127-134,127,134,8,2017,Elsevier B.V.,10.1016/j.neucom.2016.10.087,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016007307&doi=10.1016%2fj.neucom.2016.10.087&partnerID=40&md5=58def287e20cd89533dff77074c7ea80,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,Adaptive fuzzy exponent cluster ensemble system based feature selection and spectral clustering,#N/A,#N/A,Scopus,,"Ayed A.B., Halima M.B., Alimi A.M.",Adaptive fuzzy exponent cluster ensemble system based feature selection and spectral clustering,,IEEE International Conference on Fuzzy Systems,-,,,,2017,Institute of Electrical and Electronics Engineers Inc.,10.1109/FUZZ-IEEE.2017.8015721,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030152978&doi=10.1109%2fFUZZ-IEEE.2017.8015721&partnerID=40&md5=7343e25983f6b630a695cc2cd0d7d222,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,Fuzzy rough feature selection based on OWA aggregation of fuzzy relations,#N/A,#N/A,Scopus,,"Su P., Shang C., Zhao Y., Chen T., Shen Q.",Fuzzy rough feature selection based on OWA aggregation of fuzzy relations,,IEEE International Conference on Fuzzy Systems,-,,,,2017,Institute of Electrical and Electronics Engineers Inc.,10.1109/FUZZ-IEEE.2017.8015498,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030161453&doi=10.1109%2fFUZZ-IEEE.2017.8015498&partnerID=40&md5=da32743826c9ff4cc0677c851226146f,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Chen H., Mckeever S., Delany S.J.",Presenting a Labelled Dataset for Real-Time Detection of Abusive User Posts,,"Proceedings - 2017 IEEE/WIC/ACM International Conference on Web Intelligence, WI 2017",884-890,884,890,7,2017,"Association for Computing Machinery, Inc",10.1145/3106426.3106456,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030978087&doi=10.1145%2f3106426.3106456&partnerID=40&md5=3082b279c522efaf9a32e79cfd396775,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Le T.-D.B., Lo D., Li M.",Constrained feature selection for localizing faults,,"2015 IEEE 31st International Conference on Software Maintenance and Evolution, ICSME 2015 - Proceedings",501-505,501,505,5,2015,Institute of Electrical and Electronics Engineers Inc.,10.1109/ICSM.2015.7332502,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961589274&doi=10.1109%2fICSM.2015.7332502&partnerID=40&md5=531cc7540243d4587ca1b44b728e9543,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,"Features do not refer to software feature or to the « configurability » of the system, here « features » mean a property/metric of the source code "
#N/A,#N/A,#N/A,#N/A,Scopus,,"Esfahani Z.E.A., Brayton K.A., Broschat S.L.",Determining optimal features for predicting type IV secretion system effector proteins for Coxiella burnetii,,"ACM-BCB 2017 - Proceedings of the 8th ACM International Conference on Bioinformatics, Computational Biology, and Health Informatics",346-351,346,351,6,2017,"Association for Computing Machinery, Inc",10.1145/3107411.3107416,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031330398&doi=10.1145%2f3107411.3107416&partnerID=40&md5=011bc338dfb5f491da683133a44ae7ba,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Kong Y., Yan A.",QSAR models for predicting the bioactivity of Polo-like Kinase 1 inhibitors,,Chemometrics and Intelligent Laboratory Systems,214-225,214,225,12,2017,Elsevier B.V.,10.1016/j.chemolab.2017.06.011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021924134&doi=10.1016%2fj.chemolab.2017.06.011&partnerID=40&md5=f17263ea9093c21fc678062ef218348a,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,Implicit Multi-Feature Learning for Dynamic Time Series Prediction of the Impact of Institutions,#N/A,#N/A,Scopus,,"Bai X., Zhang F., Hou J., Xia F., Tolba A., Elashkar E.",Implicit multi-feature learning for dynamic time series prediction of the impact of institutions,,IEEE Access,16372-16382,16372,16382,11,2017,Institute of Electrical and Electronics Engineers Inc.,10.1109/ACCESS.2017.2739179,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028468935&doi=10.1109%2fACCESS.2017.2739179&partnerID=40&md5=26e270266ae60addfb536bc114bb609e,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
